id,inn,half,ball,strk,out,b1,b2,b3,b1Idx,b2Idx,b3Idx,pCnt,pSec,pName,pType,spdK,zoneX,zoneY,call,sH,sV,plx,plz,bSwing,bIdx,bPos,bName,bHCm,bFps,hSec,rotS,shS,lgS,batSpd,ev,ldeg,sdeg,hPos,PPosX,PPosY,CPosX,CPosY,1BPosX,1BPosY,2BPosX,2BPosY,3BPosX,3BPosY,SSPosX,SSPosY,LFPosX,LFPosY,CFPosX,CFPosY,RFPosX,RFPosY,ltSec,lx,lz,cSec,cPos,cPlr,cx,cz,1BSafe,result,scoreA,scoreB,hMoveX,hMoveY,tag
49,4,0,1,2,2,0,0,0,255,255,255,25,1652.804,Pugeuk,0,128,0.121,0.2,2,-62.07,-161.244,0,0,1,3,5,Slaris,174.6,52,1653.723,103,159,20,160,96,41.904,42.111,-0.114,-0.151,-37.17,0.201,-17.232,-20.157,-46.866,-9.948,-64.504,18.364,-49.52,13.414,-63.134,39.45,-91.368,13.03,-111.178,-35.905,-83.014,1656.627,-53.741,-74.691,1656.644,8,Multeinn,-52.461,-73.415,0,1,1,0,-0.084,-0.029,0
50,5,1,0,0,0,0,0,0,255,255,255,23,1768.343,-라후이-,0,140,-4.585,-0.236,1,250,-22.829,-1.088,-6.552,0,5,5,TaeGeuk_,177.3,36,0,0,0,0,0,0,0,0,0,-0.341,-36.848,-0.318,-16.68,-20.182,-46.99,-11.504,-64.885,22.61,-48.085,7.165,-66.443,35.7,-81.8,0,-100.6,-49.693,-87.645,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
51,5,1,1,0,0,0,0,0,255,255,255,24,1791.753,-라후이-,3,113,-4.683,0.09,1,-500,0,0,0,0,5,5,TaeGeuk_,177.3,36,0,0,0,0,0,0,0,0,0,-0.145,-36.933,-0.203,-16.976,-20.405,-47.351,-11.492,-64.913,19.655,-45.805,5.544,-65.344,35.7,-81.8,0,-100.6,-49.743,-87.724,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
52,5,1,2,0,0,0,0,0,255,255,255,25,1809.336,-라후이-,0,135,0.506,-0.632,0,250,59.184,0,0,0,5,5,TaeGeuk_,177.3,36,0,0,0,0,0,0,0,0,0,-0.056,-37.005,0.066,-17.179,-20.522,-46.746,-11.505,-64.922,22.579,-47.923,7.609,-65.869,35.7,-81.8,0,-100.6,-49.788,-87.761,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
53,5,1,2,1,0,0,0,0,255,255,255,26,1824.166,-라후이-,3,121,0.254,0.121,0,-500,0,0,0,1,5,5,TaeGeuk_,177.3,36,0,0,0,0,0,0,0,0,0,-0.064,-36.929,-0.418,-17.178,-20.536,-46.747,-10.733,-65.442,19.683,-46.466,6.461,-66.159,35.7,-81.8,0,-100.6,-49.772,-87.748,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
54,5,1,2,2,0,0,0,0,255,255,255,27,1842.312,-라후이-,0,136,-0.781,1.019,0,250,-8.584,0,0,0,5,5,TaeGeuk_,177.3,36,0,0,0,0,0,0,0,0,0,-0.09,-37.032,-0.098,-17.022,-20.69,-47.028,-10.732,-65.46,22.214,-48.003,10.454,-65.023,35.7,-81.8,0,-100.6,-49.767,-87.739,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
55,5,1,0,0,1,0,0,0,255,255,255,28,1933.875,-라후이-,0,135,-1.943,0.388,1,250,64.251,-0.29,-8.212,0,6,8,Multeinn,160,52,0,0,0,0,0,0,0,0,0,-0.007,-37.003,-0.116,-16.895,-21.511,-49.476,-11.86,-65.335,20.751,-46.96,7.546,-65.887,35.7,-81.8,0,-100.6,-51.11,-89.989,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
56,5,1,1,0,1,0,0,0,255,255,255,29,1949.861,-라후이-,2,122,-1.819,0.388,4,-408.967,-287.657,0,0,0,6,8,Multeinn,160,52,0,0,0,0,0,0,0,0,0,-0.06,-36.799,-0.187,-16.9,-21.01,-48.795,-12.037,-64.657,19.915,-46.589,6.465,-66.137,35.7,-81.8,0,-100.6,-52.795,-89.5,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
57,5,1,1,1,1,0,0,0,255,255,255,30,1962.836,-라후이-,0,140,-0.654,-0.364,2,250,4.517,0,0,0,6,8,Multeinn,160,52,1963.728,108,90,25,132,62,-33.657,38.319,-1,0.091,-36.854,-0.074,-16.718,-21.031,-48.822,-12.351,-64.61,22.608,-47.712,9.103,-65.173,35.7,-81.8,0,-100.6,-52.827,-89.65,1961.635,-0.95,-21.38,1964.235,2,눈꽃,-16.721,-42.219,0,2,1,0,-0.1,-0.061,0
58,5,1,0,0,2,0,0,0,255,255,255,31,1995.419,-라후이-,3,114,-1.909,0.06,1,-500,0,0,0,0,7,7,coder_,160,52,0,0,0,0,0,0,0,0,0,-0.247,-36.902,0.021,-17.165,-21.633,-49.888,-11.213,-63.058,21.787,-47.8,6.582,-66.473,35.7,-81.8,0,-100.6,-51.315,-86.641,0,0,0,0,0,,0,0,0,0,1,0,0,0,0
59,5,1,1,0,2,0,0,0,255,255,255,32,2006.697,-라후이-,3,120,-4.126,-0.191,2,-500,0,0,0,1,7,7,coder_,160,52,2007.775,112,164,97,174,130,109.131,-68.926,0.908,0.13,-36.84,-0.002,-17.127,-21.65,-49.909,-11.184,-63.06,22.31,-48.108,7.152,-66.88,35.7,-81.8,0,-100.6,-49.629,-89.035,2012.577,-89.233,38.141,0,0,,0,0,0,3,1,0,-0.189,-0.196,0
60,5,1,1,1,2,0,0,0,255,255,255,33,2035.615,-라후이-,0,136,-1096.026,180.27,2,250,93.494,0,0,1,7,7,coder_,160,52,2036.646,101,152,64,166,81,-56.069,59.775,-0.35,0.435,-36.919,-0.012,-16.907,-22.479,-50.26,-11.414,-63.767,20.627,-45.945,8.935,-66.359,35.7,-81.8,0,-100.6,-49.49,-88.339,2034.727,-0.662,-20.544,0,0,,0,0,0,3,1,0,-0.052,-0.146,0
